3.623049999999999926e+01,4.523639999999999617e+01,1.589810000000000123e+01,1.000000000000000000e+00,1.100000000000000000e+03
1.792970000000000041e+01,8.640910000000000935e+01,4.389999999999999858e+01,1.500000000000000000e+01,1.067000000000000000e+03
3.475280000000000058e+01,6.420569999999999311e+01,3.370219999999999771e+01,3.000000000000000000e+00,7.500000000000000000e+02
3.563279999999999603e+01,5.177210000000000178e+01,2.114709999999999823e+01,1.000000000000000000e+00,6.830000000000000000e+02
2.700440000000000040e+01,5.074109999999999587e+01,2.410309999999999775e+01,5.000000000000000000e+00,9.000000000000000000e+02
3.045340000000000202e+01,5.144579999999999842e+01,2.235739999999999839e+01,5.000000000000000000e+00,3.370000000000000000e+02
3.303399999999999892e+01,4.923830000000000240e+01,2.344410000000000238e+01,1.000000000000000000e+00,2.560000000000000000e+02
3.242129999999999512e+01,1.605020000000000024e+01,4.886480000000000246e+01,2.100000000000000000e+01,4.290000000000000000e+02
3.617130000000000223e+01,2.752760000000000318e+01,4.061769999999999925e+01,8.000000000000000000e+00,8.860000000000000000e+02
4.099340000000000117e+01,7.736469999999999914e+01,4.723749999999999716e+01,1.100000000000000000e+01,6.300000000000000000e+01
2.447960000000000136e+01,2.774769999999999825e+01,3.245950000000000557e+01,1.800000000000000000e+01,9.040000000000000000e+02
2.147820000000000107e+01,4.957030000000000314e+01,1.730640000000000001e+01,9.000000000000000000e+00,7.210000000000000000e+02
3.689649999999999608e+01,5.163620000000000232e+01,2.206129999999999924e+01,1.000000000000000000e+00,5.670000000000000000e+02
4.088129999999999598e+01,8.031019999999999470e+01,4.957189999999999941e+01,1.100000000000000000e+01,3.440000000000000000e+02
1.011209999999999987e+01,4.911639999999999873e+01,7.109799999999999898e+00,1.400000000000000000e+01,6.570000000000000000e+02
6.096270000000000522e+01,5.031759999999999877e+01,3.891190000000000282e+01,6.000000000000000000e+00,1.098000000000000000e+03
3.805149999999999721e+01,2.407509999999999906e+01,4.383480000000000132e+01,1.300000000000000000e+01,8.500000000000000000e+01
2.686379999999999768e+01,1.412710000000000043e+01,4.739119999999999777e+01,2.100000000000000000e+01,4.700000000000000000e+02
3.978679999999999950e+01,4.582869999999999777e+01,2.862890000000000157e+01,0.000000000000000000e+00,1.800000000000000000e+01
2.020700000000000074e+01,9.844400000000000261e+00,5.381029999999999802e+01,2.200000000000000000e+01,4.630000000000000000e+02
1.772259999999999991e+01,9.100279999999999347e+01,5.640749999999999886e+01,2.000000000000000000e+01,2.400000000000000000e+02
3.715319999999999823e+01,4.598920000000000385e+01,1.927100000000000080e+01,1.000000000000000000e+00,7.700000000000000000e+02
3.169170000000000087e+01,3.267129999999999512e+01,3.498270000000000124e+01,1.800000000000000000e+01,8.070000000000000000e+02
3.309329999999999927e+01,6.286929999999999552e+01,3.228880000000000194e+01,3.000000000000000000e+00,9.140000000000000000e+02
3.190779999999999816e+01,5.389629999999999654e+01,2.167259999999999920e+01,5.000000000000000000e+00,3.280000000000000000e+02
3.754220000000000113e+01,4.548579999999999757e+01,1.680460000000000065e+01,1.000000000000000000e+00,1.114000000000000000e+03
2.333159999999999812e+01,8.481570000000000675e+01,4.406749999999999545e+01,1.500000000000000000e+01,7.530000000000000000e+02
4.199410000000000309e+01,6.721569999999999823e+01,3.875959999999999894e+01,7.000000000000000000e+00,9.800000000000000000e+01
3.698659999999999570e+01,3.752259999999999707e+01,3.403880000000000194e+01,4.000000000000000000e+00,4.480000000000000000e+02
4.328699999999999903e+01,5.914509999999999224e+01,3.340330000000000155e+01,3.000000000000000000e+00,2.900000000000000000e+01
2.449050000000000082e+01,4.975629999999999598e+01,1.737549999999999883e+01,9.000000000000000000e+00,2.600000000000000000e+02
4.217449999999999477e+01,2.619710000000000250e+01,4.353759999999999764e+01,1.300000000000000000e+01,1.410000000000000000e+02
1.766870000000000118e+01,9.048099999999999810e+00,5.396379999999999200e+01,2.200000000000000000e+01,5.430000000000000000e+02
3.268540000000000134e+01,5.515510000000000446e+01,1.548509999999999920e+01,5.000000000000000000e+00,6.430000000000000000e+02
3.250009999999999621e+01,4.746580000000000155e+01,2.283129999999999882e+01,1.000000000000000000e+00,6.040000000000000000e+02
2.143420000000000059e+01,7.865259999999999252e+01,3.895340000000000202e+01,1.500000000000000000e+01,3.500000000000000000e+01
3.518049999999999500e+01,4.626020000000000465e+01,1.597280000000000122e+01,1.000000000000000000e+00,1.093000000000000000e+03
1.066480000000000139e+01,9.136840000000000828e+01,4.621449999999999392e+01,2.000000000000000000e+01,9.850000000000000000e+02
3.753979999999999961e+01,5.516929999999999978e+01,1.150719999999999921e+01,5.000000000000000000e+00,1.042000000000000000e+03
2.205849999999999866e+01,4.871719999999999828e+01,1.579230000000000089e+01,9.000000000000000000e+00,3.340000000000000000e+02
2.563550000000000040e+01,8.594679999999999609e+01,5.002270000000000039e+01,1.700000000000000000e+01,6.380000000000000000e+02
2.211490000000000222e+01,7.554399999999999693e+01,3.600319999999999965e+01,1.200000000000000000e+01,7.910000000000000000e+02
5.808300000000000018e+00,9.567400000000000659e+01,5.877090000000000458e+01,2.000000000000000000e+01,1.062000000000000000e+03
3.645539999999999736e+01,1.731250000000000000e+01,4.806289999999999907e+01,1.300000000000000000e+01,5.970000000000000000e+02
1.784169999999999945e+01,1.125399999999999956e+01,4.901520000000000010e+01,2.200000000000000000e+01,1.000000000000000000e+02
3.884000000000000341e+01,3.579919999999999902e+01,3.599260000000000304e+01,4.000000000000000000e+00,6.530000000000000000e+02
3.836100000000000421e+01,4.659470000000000312e+01,2.711799999999999855e+01,0.000000000000000000e+00,6.900000000000000000e+01
3.476259999999999906e+01,4.999150000000000205e+01,2.665980000000000061e+01,1.000000000000000000e+00,1.270000000000000000e+02
9.420999999999999375e+00,9.313790000000000191e+01,5.641209999999999525e+01,2.000000000000000000e+01,7.740000000000000000e+02
3.423010000000000019e+01,5.502540000000000475e+01,1.612850000000000250e+01,5.000000000000000000e+00,6.140000000000000000e+02
3.422700000000000387e+01,5.528840000000000288e+01,2.360540000000000305e+01,1.000000000000000000e+00,4.700000000000000000e+01
3.617540000000000333e+01,3.857880000000000109e+01,3.319509999999999650e+01,4.000000000000000000e+00,5.150000000000000000e+02
3.636430000000000007e+01,7.082829999999999870e+01,3.978580000000000183e+01,7.000000000000000000e+00,5.350000000000000000e+02
4.093639999999999901e+01,3.084669999999999845e+01,4.123490000000000322e+01,8.000000000000000000e+00,4.760000000000000000e+02
4.868330000000000268e+01,5.022400000000000375e+01,3.295899999999999608e+01,2.000000000000000000e+00,4.450000000000000000e+02
3.428869999999999862e+01,6.907370000000000232e+01,3.742920000000000158e+01,7.000000000000000000e+00,6.620000000000000000e+02
2.236489999999999867e+01,2.226820000000000022e+01,3.724689999999999657e+01,1.600000000000000000e+01,9.880000000000000000e+02
2.821679999999999922e+01,2.824820000000000064e+01,3.495190000000000197e+01,1.800000000000000000e+01,1.380000000000000000e+02
3.940449999999999875e+01,8.036149999999999238e+01,4.889999999999999858e+01,1.100000000000000000e+01,2.970000000000000000e+02
1.717440000000000211e+01,1.265590000000000082e+01,4.311869999999999692e+01,1.900000000000000000e+01,6.190000000000000000e+02
1.412420000000000009e+01,5.048319999999999652e+01,1.221400000000000041e+01,1.400000000000000000e+01,2.520000000000000000e+02
8.129799999999999471e+00,4.894060000000000343e+01,5.798300000000000232e+00,1.400000000000000000e+01,7.460000000000000000e+02
2.967119999999999891e+01,7.135810000000000741e+01,3.653219999999999601e+01,1.200000000000000000e+01,3.970000000000000000e+02
3.242920000000000158e+01,7.630369999999999209e+01,4.114479999999999649e+01,1.100000000000000000e+01,7.560000000000000000e+02
3.578999999999999915e+01,3.212320000000000420e+01,3.721039999999999992e+01,8.000000000000000000e+00,3.170000000000000000e+02
4.159159999999999968e+01,5.114170000000000016e+01,2.396320000000000050e+01,0.000000000000000000e+00,9.740000000000000000e+02
1.979439999999999955e+01,1.542360000000000042e+01,3.858010000000000161e+01,1.900000000000000000e+01,3.070000000000000000e+02
1.017169999999999952e+01,5.563600000000000101e+00,5.610110000000000241e+01,2.200000000000000000e+01,1.105000000000000000e+03
3.390919999999999845e+01,2.307230000000000203e+01,4.137719999999999487e+01,1.600000000000000000e+01,1.460000000000000000e+02
4.263259999999999650e+01,5.226469999999999771e+01,2.975320000000000320e+01,0.000000000000000000e+00,7.220000000000000000e+02
1.853369999999999962e+01,1.332460000000000022e+01,4.249319999999999453e+01,1.900000000000000000e+01,4.920000000000000000e+02
4.572370000000000090e+01,4.765019999999999811e+01,2.910950000000000060e+01,2.000000000000000000e+00,2.100000000000000000e+02
3.389110000000000156e+01,1.818019999999999925e+01,4.469850000000000279e+01,1.300000000000000000e+01,6.940000000000000000e+02
5.160799999999999699e+01,5.184199999999999875e+01,3.959179999999999922e+01,6.000000000000000000e+00,1.840000000000000000e+02
3.785679999999999978e+01,4.426989999999999981e+01,2.924780000000000157e+01,4.000000000000000000e+00,5.810000000000000000e+02
3.731419999999999959e+01,3.259989999999999810e+01,3.755969999999999942e+01,8.000000000000000000e+00,1.130000000000000000e+02
2.471730000000000160e+01,5.210350000000000392e+01,1.806339999999999790e+01,9.000000000000000000e+00,3.850000000000000000e+02
