1.589980000000000082e+01,1.788180000000000192e+01,1.659609999999999985e+01,5.400000000000000000e+01,2.000000000000000000e+00
1.956739999999999924e+01,9.114700000000000912e+00,1.182490000000000130e+01,6.800000000000000000e+01,5.420000000000000000e+02
1.708580000000000254e+01,1.606930000000000192e+01,1.665520000000000067e+01,5.400000000000000000e+01,0.000000000000000000e+00
7.646309999999999718e+01,2.155610000000000070e+01,7.098500000000000476e+00,2.720000000000000000e+02,3.000000000000000000e+00
1.849419999999999931e+01,4.662399999999999878e+00,1.537459999999999916e+01,8.700000000000000000e+01,2.560000000000000000e+02
7.455380000000000962e+01,9.177899999999999281e+00,1.633539999999999992e+01,1.630000000000000000e+02,7.690000000000000000e+02
4.763470000000000226e+01,1.207199999999999918e+01,1.690029999999999788e+01,4.300000000000000000e+01,1.334000000000000000e+03
5.057850000000000534e+01,2.949390000000000001e+01,1.414010000000000034e+01,1.970000000000000000e+02,1.107000000000000000e+03
7.893949999999999534e+01,2.886230000000000118e+01,1.616259999999999764e+01,2.460000000000000000e+02,8.000000000000000000e+00
7.892369999999999663e+01,2.606319999999999837e+01,5.004900000000000126e+00,2.630000000000000000e+02,5.650000000000000000e+02
3.158639999999999759e+01,3.113219999999999743e+01,1.650550000000000139e+01,2.070000000000000000e+02,2.210000000000000000e+02
4.660389999999999588e+01,1.491250000000000142e+01,1.380859999999999843e+01,2.300000000000000000e+01,7.000000000000000000e+01
2.590950000000000131e+01,8.184200000000000585e+00,1.132089999999999996e+01,5.200000000000000000e+01,9.700000000000000000e+02
1.548980000000000068e+01,3.190620000000000189e+01,1.540370000000000061e+01,1.110000000000000000e+02,3.960000000000000000e+02
2.101650000000000063e+01,1.612709999999999866e+01,7.586299999999999599e+00,1.220000000000000000e+02,1.450000000000000000e+02
7.246599999999999397e+01,3.275110000000000099e+01,1.557760000000000034e+01,2.640000000000000000e+02,1.500000000000000000e+01
2.572739999999999938e+01,3.090160000000000196e+01,1.132690000000000019e+01,1.770000000000000000e+02,3.720000000000000000e+02
2.566290000000000049e+01,1.004390000000000072e+01,1.139789999999999992e+01,5.200000000000000000e+01,7.100000000000000000e+02
2.172139999999999915e+01,2.823470000000000013e+01,7.121099999999999319e+00,1.390000000000000000e+02,1.800000000000000000e+01
7.842179999999999040e+01,5.209900000000000198e+00,1.543549999999999933e+01,2.030000000000000000e+02,7.760000000000000000e+02
7.906579999999999586e+01,1.095170000000000066e+01,1.451999999999999957e+01,1.920000000000000000e+02,7.500000000000000000e+02
7.308339999999999748e+01,2.791489999999999938e+01,3.178199999999999914e+00,2.710000000000000000e+02,3.480000000000000000e+02
7.117700000000000138e+00,1.850789999999999935e+01,1.632910000000000039e+01,9.300000000000000000e+01,1.980000000000000000e+02
3.608709999999999951e+01,2.456619999999999848e+01,1.377669999999999995e+01,2.700000000000000000e+01,2.850000000000000000e+02
8.151760000000000161e+01,8.202600000000000335e+00,1.480839999999999890e+01,2.010000000000000000e+02,2.400000000000000000e+01
5.940579999999999927e+01,7.996000000000000441e+00,1.657559999999999789e+01,1.130000000000000000e+02,2.500000000000000000e+01
5.501390000000000668e+01,7.711199999999999832e+00,1.419270000000000032e+01,5.000000000000000000e+01,1.312000000000000000e+03
1.460470000000000113e+01,1.596090000000000053e+01,1.658900000000000219e+01,6.400000000000000000e+01,6.540000000000000000e+02
2.238119999999999976e+01,9.362700000000000244e+00,2.559399999999999675e+00,8.900000000000000000e+01,2.140000000000000000e+02
1.261289999999999978e+01,2.550819999999999865e+01,1.639359999999999928e+01,9.000000000000000000e+01,2.900000000000000000e+01
2.834749999999999659e+01,1.290630000000000166e+01,1.697840000000000060e+01,4.000000000000000000e+01,1.076000000000000000e+03
