0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.004000000000000000e+03,1.000000000000000000e+03,1.000000000000000000e+03
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.002000000000000000e+03,1.002000000000000000e+03,1.000000000000000000e+03
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.002000000000000000e+03,1.004000000000000000e+03,1.000000000000000000e+03
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.004000000000000000e+03,1.003000000000000000e+03,1.000000000000000000e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.002000000000000000e+03,1.001000000000000000e+03,1.000000000000000000e+03
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.002000000000000000e+03,1.005000000000000000e+03,1.000000000000000000e+03
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+03,1.006000000000000000e+03,1.000000000000000000e+03
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+03,1.007000000000000000e+03,1.000000000000000000e+03
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+03,1.009000000000000000e+03,1.000000000000000000e+03
3.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+03,1.008000000000000000e+03,1.000000000000000000e+03
3.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+03,1.010000000000000000e+03,1.000000000000000000e+03
3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.001000000000000000e+03,1.011000000000000000e+03,1.000000000000000000e+03
4.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.003000000000000000e+03,1.012000000000000000e+03,1.000000000000000000e+03
4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.001000000000000000e+03,1.014000000000000000e+03,1.000000000000000000e+03
4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.001000000000000000e+03,1.013000000000000000e+03,1.000000000000000000e+03
5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.003000000000000000e+03,1.015000000000000000e+03,1.000000000000000000e+03
5.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.003000000000000000e+03,1.016000000000000000e+03,1.000000000000000000e+03
5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.001000000000000000e+03,1.017000000000000000e+03,1.000000000000000000e+03
0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
0.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.001000000000000000e+03,2.001000000000000000e+03,2.000000000000000000e+03
0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.001000000000000000e+03,2.002000000000000000e+03,2.000000000000000000e+03
1.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+03,2.003000000000000000e+03,2.000000000000000000e+03
1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.001000000000000000e+03,2.004000000000000000e+03,2.000000000000000000e+03
1.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.001000000000000000e+03,2.005000000000000000e+03,2.000000000000000000e+03
2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.002000000000000000e+03,2.007000000000000000e+03,2.000000000000000000e+03
2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.002000000000000000e+03,2.006000000000000000e+03,2.000000000000000000e+03
2.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.002000000000000000e+03,2.008000000000000000e+03,2.000000000000000000e+03
3.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.002000000000000000e+03,2.010000000000000000e+03,2.000000000000000000e+03
3.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.002000000000000000e+03,2.009000000000000000e+03,2.000000000000000000e+03
3.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.003000000000000000e+03,2.011000000000000000e+03,2.000000000000000000e+03
4.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.004000000000000000e+03,2.012000000000000000e+03,2.000000000000000000e+03
4.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.003000000000000000e+03,2.014000000000000000e+03,2.000000000000000000e+03
4.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.003000000000000000e+03,2.013000000000000000e+03,2.000000000000000000e+03
5.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,2.004000000000000000e+03,2.015000000000000000e+03,2.000000000000000000e+03
5.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.004000000000000000e+03,2.016000000000000000e+03,2.000000000000000000e+03
5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,2.003000000000000000e+03,2.017000000000000000e+03,2.000000000000000000e+03
